"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Jun 17 20:03:36 GMT 2022","Fri Jun 17 20:03:36 GMT 2022","692","","SauceDemoTest","","SauceDemoTest","TestSauceDemo","TestSauceDemo()",""
